"jobName","logFile","filePath"," realFilePath","datasetFile","realDatasetFilePath","recordType"
"Jx_LABISIntegDWHSELOL02Trans01CPTECLI","MGTprdSeqLABISIntegDWHSELOL01TransChrglog.txt","NaN","NaN","#ParRepDataset#Ds_LABISIntegDWHSELOL01ExtrCPTECLI.ds"," ","CustomOutput"
"Jx_LABISIntegDWHSELOL03Chrg11SSLIGCTREXEC","MGTprdSeqLABISIntegDWHSELOL01TransChrglog.txt","NaN","NaN","#ParRepDataset#Ds_LABISIntegDWHSELOL02Trans05SSLIGCTREXEC.ds"," ","CustomOutput"
"Jx_LABISIntegDWHSELOL02Trans15JCTRCPTCLI","MGTprdSeqLABISIntegDWHSELOL01TransChrglog.txt","NaN","NaN","#ParRepDataset#Ds_LABISIntegDWHSELOL02Trans15JCTRCPTCLI.ds"," ","CustomInput"
"Jx_LABISIntegDWHSELOL02Trans15JCTRCPTCLI","MGTprdSeqLABISIntegDWHSELOL01TransChrglog.txt","NaN","NaN","#ParRepDataset#Ds_LABISIntegDWHSELOL01ExtrJCTRCPTCLI.ds"," ","CustomOutput"
"Jx_LABISIntegDWHSELOL02Trans13FACTURE","MGTprdSeqLABISIntegDWHSELOL01TransChrglog.txt","NaN","NaN","#ParRepDataset#Ds_LABISIntegDWHSELOL02Trans13FACTURE.ds"," ","CustomInput"
"Jx_LABISIntegDWHSELOL02Trans13FACTURE","MGTprdSeqLABISIntegDWHSELOL01TransChrglog.txt","NaN","NaN","#ParRepDataset#Ds_LABISIntegDWHSELOL01ExtrFACTURE.ds"," ","CustomOutput"
"Jx_LABISIntegDWHSELOL03Chrg14MANDAT","MGTprdSeqLABISIntegDWHSELOL01TransChrglog.txt","NaN","NaN","#ParRepDataset#Ds_LABISIntegDWHSELOL02Trans08MANDAT.ds"," ","CustomOutput"
"Jx_LABISIntegDWHSELOL02Trans17PAIEMENT","MGTprdSeqLABISIntegDWHSELOL01TransChrglog.txt","NaN","NaN","#ParRepDataset#Ds_LABISIntegDWHSELOL02Trans17PAIEMENT.ds"," ","CustomInput"
"Jx_LABISIntegDWHSELOL02Trans17PAIEMENT","MGTprdSeqLABISIntegDWHSELOL01TransChrglog.txt","NaN","NaN","#ParRepDataset#Ds_LABISIntegDWHSELOL01ExtrPAIEMENT.ds"," ","CustomOutput"
"Jx_LABISIntegDWHSELOL03Chrg06DECLARATION","MGTprdSeqLABISIntegDWHSELOL01TransChrglog.txt","NaN","NaN","#ParRepDataset#Ds_LABISIntegDWHSELOL02Trans12DECLARATION.ds"," ","CustomOutput"
"Jx_LABISIntegDWHSELOL03Chrg22FACTURE","MGTprdSeqLABISIntegDWHSELOL01TransChrglog.txt","NaN","NaN","#ParRepDataset#Ds_LABISIntegDWHSELOL02Trans13FACTURE.ds"," ","CustomOutput"
"Jx_LABISIntegDWHSELOL02Trans18TARIF","MGTprdSeqLABISIntegDWHSELOL01TransChrglog.txt","NaN","NaN","#ParRepDataset#Ds_LABISIntegDWHSELOL02Trans18TARIF.ds"," ","CustomInput"
"Jx_LABISIntegDWHSELOL02Trans18TARIF","MGTprdSeqLABISIntegDWHSELOL01TransChrglog.txt","NaN","NaN","#ParRepDataset#Ds_LABISIntegDWHSELOL01ExtrTARIF.ds"," ","CustomOutput"
"Jx_LABISIntegDWHSELOL02Trans11OFFREREF","MGTprdSeqLABISIntegDWHSELOL01TransChrglog.txt","NaN","NaN","#ParRepDataset#Ds_LABISIntegDWHSELOL02Trans11OFFRESREF.ds"," ","CustomInput"
"Jx_LABISIntegDWHSELOL02Trans11OFFREREF","MGTprdSeqLABISIntegDWHSELOL01TransChrglog.txt","NaN","NaN","#ParRepDataset#Ds_LABISIntegDWHSELOL01ExtrOFFRESREF.ds"," ","CustomOutput"
"Jx_LABISIntegDWHSELOL03Chrg01TYPECONTRAT","MGTprdSeqLABISIntegDWHSELOL01TransChrglog.txt","NaN","NaN","#ParRepDataset#Ds_LABISIntegDWHSELOL01ExtrTYPECONTRAT.ds"," ","CustomOutput"
"Jx_LABISIntegDWHSELOL03Chrg24LIGFACT","MGTprdSeqLABISIntegDWHSELOL01TransChrglog.txt","NaN","NaN","#ParRepDataset#Ds_LABISIntegDWHSELOL02Trans14LIGFACT.ds"," ","CustomOutput"
"Jx_LABISIntegDWHSELOL03Chrg25JCTRCPTCLI","MGTprdSeqLABISIntegDWHSELOL01TransChrglog.txt","NaN","NaN","#ParRepDataset#Ds_LABISIntegDWHSELOL02Trans15JCTRCPTCLI.ds"," ","CustomOutput"
"Jx_LABISIntegDWHSELOL03Chrg16MANDATREP","MGTprdSeqLABISIntegDWHSELOL01TransChrglog.txt","NaN","NaN","#ParRepDataset#Ds_LABISIntegDWHSELOL02Trans10MANDATREP.ds"," ","CustomOutput"
"Jx_LABISIntegDWHSELOL03Chrg20NIVSTAT","MGTprdSeqLABISIntegDWHSELOL01TransChrglog.txt","NaN","NaN","#ParRepDataset#Ds_LABISIntegDWHSELOL01ExtrNIVSTAT.ds"," ","CustomOutput"
"Jx_LABISIntegDWHSELOL02Trans10MANDATREP","MGTprdSeqLABISIntegDWHSELOL01TransChrglog.txt","NaN","NaN","#ParRepDataset#Ds_LABISIntegDWHSELOL02Trans10MANDATREP.ds"," ","CustomInput"
"Jx_LABISIntegDWHSELOL02Trans10MANDATREP","MGTprdSeqLABISIntegDWHSELOL01TransChrglog.txt","NaN","NaN","#ParRepDataset#Ds_LABISIntegDWHSELOL01ExtrMANDATREP.ds"," ","CustomOutput"
"Jx_LABISIntegDWHSELOL03Chrg02OFFRESREF","MGTprdSeqLABISIntegDWHSELOL01TransChrglog.txt","NaN","NaN","#ParRepDataset#Ds_LABISIntegDWHSELOL02Trans11OFFRESREF.ds"," ","CustomOutput"
"Jx_LABISIntegDWHSELOL02Trans20LIENCTRPAPIER","MGTprdSeqLABISIntegDWHSELOL01TransChrglog.txt","NaN","NaN","#ParRepDataset#Ds_LABISIntegDWHSELOL02Trans20LIENCTRPAPIER.ds"," ","CustomInput"
"Jx_LABISIntegDWHSELOL02Trans20LIENCTRPAPIER","MGTprdSeqLABISIntegDWHSELOL01TransChrglog.txt","NaN","NaN","#ParRepDataset#Ds_LABISIntegDWHSELOL01ExtrLIENCTRPAPIER.ds"," ","CustomOutput"
"Jx_LABISIntegDWHSELOL03Chrg15OFFRES","MGTprdSeqLABISIntegDWHSELOL01TransChrglog.txt","NaN","NaN","#ParRepDataset#Ds_LABISIntegDWHSELOL02Trans09OFFRES.ds"," ","CustomOutput"
"Jx_LABISIntegDWHSELOL03Chrg13CTRPAPIER","MGTprdSeqLABISIntegDWHSELOL01TransChrglog.txt","NaN","NaN","#ParRepDataset#Ds_LABISIntegDWHSELOL01ExtrCTRPAPIER.ds"," ","CustomOutput"
"Jx_LABISIntegDWHSELOL03Chrg28TARIF","MGTprdSeqLABISIntegDWHSELOL01TransChrglog.txt","NaN","NaN","#ParRepDataset#Ds_LABISIntegDWHSELOL02Trans18TARIF.ds"," ","CustomOutput"
"Jx_LABISIntegDWHSELOL02Trans02CONTRAT","MGTprdSeqLABISIntegDWHSELOL01TransChrglog.txt","NaN","NaN","#ParRepDataset#Ds_LABISIntegDWHSELOL02Trans02CONTRAT.ds"," ","CustomInput"
"Jx_LABISIntegDWHSELOL02Trans02CONTRAT","MGTprdSeqLABISIntegDWHSELOL01TransChrglog.txt","NaN","NaN","#ParRepDataset#Ds_LABISIntegDWHSELOL01ExtrCONTRAT.ds"," ","CustomOutput"
"Jx_LABISIntegDWHSELOL02Trans19CONSOPROV","MGTprdSeqLABISIntegDWHSELOL01TransChrglog.txt","NaN","NaN","#ParRepDataset#Ds_LABISIntegDWHSELOL02Trans19CONSOPROV.ds"," ","CustomInput"
"Jx_LABISIntegDWHSELOL02Trans19CONSOPROV","MGTprdSeqLABISIntegDWHSELOL01TransChrglog.txt","NaN","NaN","#ParRepDataset#Ds_LABISIntegDWHSELOL01ExtrCONSOPROV.ds"," ","CustomOutput"
"Jx_LABISIntegDWHSELOL03Chrg03PERIODES","MGTprdSeqLABISIntegDWHSELOL01TransChrglog.txt","NaN","NaN","#ParRepDataset#Ds_LABISIntegDWHSELOL01ExtrPERIODES.ds"," ","CustomOutput"
"Jx_LABISIntegDWHSELOL03Chrg08CONTRAT","MGTprdSeqLABISIntegDWHSELOL01TransChrglog.txt","NaN","NaN","#ParRepDataset#Ds_LABISIntegDWHSELOL02Trans02CONTRAT.ds"," ","CustomOutput"
"Jx_LABISIntegDWHSELOL03Chrg30CONSOPROV","MGTprdSeqLABISIntegDWHSELOL01TransChrglog.txt","NaN","NaN","#ParRepDataset#Ds_LABISIntegDWHSELOL02Trans19CONSOPROV.ds"," ","CustomOutput"
"Jx_LABISIntegDWHSELOL03Chrg19MODELECOM","MGTprdSeqLABISIntegDWHSELOL01TransChrglog.txt","NaN","NaN","#ParRepDataset#Ds_LABISIntegDWHSELOL01ExtrMODELECOM.ds"," ","CustomOutput"
"Jx_LABISIntegDWHSELOL02Trans12DECLARATION","MGTprdSeqLABISIntegDWHSELOL01TransChrglog.txt","NaN","NaN","#ParRepDataset#Ds_LABISIntegDWHSELOL02Trans12DECLARATION.ds"," ","CustomInput"
"Jx_LABISIntegDWHSELOL02Trans12DECLARATION","MGTprdSeqLABISIntegDWHSELOL01TransChrglog.txt","NaN","NaN","#ParRepDataset#Ds_LABISIntegDWHSELOL01ExtrDECLARATION.ds"," ","CustomOutput"
"Jx_LABISIntegDWHSELOL03Chrg12OFFRESNOUVELLES","MGTprdSeqLABISIntegDWHSELOL01TransChrglog.txt","NaN","NaN","#ParRepDataset#Ds_LABISIntegDWHSELOL02Trans06OFFRESNOUVELLES.ds"," ","CustomOutput"
"Jx_LABISIntegDWHSELOL03Chrg18TERRITOIRE","MGTprdSeqLABISIntegDWHSELOL01TransChrglog.txt","NaN","NaN","#ParRepDataset#Ds_LABISIntegDWHSELOL01ExtrTERRITOIRE.ds"," ","CustomOutput"
"Jx_LABISIntegDWHSELOL03Chrg17CATEGCTR","MGTprdSeqLABISIntegDWHSELOL01TransChrglog.txt","NaN","NaN","#ParRepDataset#Ds_LABISIntegDWHSELOL01ExtrCATEGCTR.ds"," ","CustomOutput"
"Jx_LABISIntegDWHSELOL03Chrg07TIERS","MGTprdSeqLABISIntegDWHSELOL01TransChrglog.txt","NaN","NaN","#ParRepDataset#Ds_LABISIntegDWHSELOL01ExtrTIERS.ds"," ","CustomOutput"
"Jx_LABISIntegDWHSELOL03Chrg23TYPMVT","MGTprdSeqLABISIntegDWHSELOL01TransChrglog.txt","NaN","NaN","#ParRepDataset#Ds_LABISIntegDWHSELOL01ExtrTYPMVT.ds"," ","CustomOutput"
"Jx_LABISIntegDWHSELOL03Chrg10LIGCTREXEC","MGTprdSeqLABISIntegDWHSELOL01TransChrglog.txt","NaN","NaN","#ParRepDataset#Ds_LABISIntegDWHSELOL02Trans04LIGCTREXEC.ds"," ","CustomOutput"
"Jx_LABISIntegDWHSELOL03Chrg27PAIEMENT","MGTprdSeqLABISIntegDWHSELOL01TransChrglog.txt","NaN","NaN","#ParRepDataset#Ds_LABISIntegDWHSELOL02Trans17PAIEMENT.ds"," ","CustomOutput"
"Jx_LABISIntegDWHSELOL02Trans08MANDAT","MGTprdSeqLABISIntegDWHSELOL01TransChrglog.txt","NaN","NaN","#ParRepDataset#Ds_LABISIntegDWHSELOL02Trans08MANDAT.ds"," ","CustomInput"
"Jx_LABISIntegDWHSELOL02Trans08MANDAT","MGTprdSeqLABISIntegDWHSELOL01TransChrglog.txt","NaN","NaN","#ParRepDataset#Ds_LABISIntegDWHSELOL01ExtrMANDAT.ds"," ","CustomOutput"
"Jx_LABISIntegDWHSELOL03Chrg09CTREXEC","MGTprdSeqLABISIntegDWHSELOL01TransChrglog.txt","NaN","NaN","#ParRepDataset#Ds_LABISIntegDWHSELOL02Trans03CTREXEC.ds"," ","CustomOutput"
"Jx_LABISIntegDWHSELOL02Trans16LETTRAGE","MGTprdSeqLABISIntegDWHSELOL01TransChrglog.txt","NaN","NaN","#ParRepDataset#Ds_LABISIntegDWHSELOL02Trans16LETTRAGE.ds"," ","CustomInput"
"Jx_LABISIntegDWHSELOL02Trans16LETTRAGE","MGTprdSeqLABISIntegDWHSELOL01TransChrglog.txt","NaN","NaN","#ParRepDataset#Ds_LABISIntegDWHSELOL01ExtrLETTRAGE.ds"," ","CustomOutput"
"Jx_LABISIntegDWHSELOL03Chrg31LIENCTRPAP","MGTprdSeqLABISIntegDWHSELOL01TransChrglog.txt","NaN","NaN","#ParRepDataset#Ds_LABISIntegDWHSELOL02Trans20LIENCTRPAPIER.ds"," ","CustomOutput"
"Jx_LABISIntegDWHSELOL02Trans04LIGCTREXEC","MGTprdSeqLABISIntegDWHSELOL01TransChrglog.txt","NaN","NaN","#ParRepDataset#Ds_LABISIntegDWHSELOL02Trans04LIGCTREXEC.ds"," ","CustomInput"
"Jx_LABISIntegDWHSELOL02Trans04LIGCTREXEC","MGTprdSeqLABISIntegDWHSELOL01TransChrglog.txt","NaN","NaN","#ParRepDataset#Ds_LABISIntegDWHSELOL01ExtrLIGCTREXEC.ds"," ","CustomOutput"
"Jx_LABISIntegDWHSELOL02Trans14LIGFACT","MGTprdSeqLABISIntegDWHSELOL01TransChrglog.txt","NaN","NaN","#ParRepDataset#Ds_LABISIntegDWHSELOL02Trans14LIGFACT.ds"," ","CustomInput"
"Jx_LABISIntegDWHSELOL02Trans14LIGFACT","MGTprdSeqLABISIntegDWHSELOL01TransChrglog.txt","NaN","NaN","#ParRepDataset#Ds_LABISIntegDWHSELOL01ExtrLIGFACT.ds"," ","CustomOutput"
"Jx_LABISIntegDWHSELOL02Trans05SSLIGCTREXEC","MGTprdSeqLABISIntegDWHSELOL01TransChrglog.txt","NaN","NaN","#ParRepDataset#Ds_LABISIntegDWHSELOL02Trans05SSLIGCTREXEC.ds"," ","CustomInput"
"Jx_LABISIntegDWHSELOL02Trans05SSLIGCTREXEC","MGTprdSeqLABISIntegDWHSELOL01TransChrglog.txt","NaN","NaN","#ParRepDataset#Ds_LABISIntegDWHSELOL01ExtrSSLIGCTREXEC.ds"," ","CustomOutput"
"Jx_LABISIntegDWHSELOL03Chrg29LETTRAGE","MGTprdSeqLABISIntegDWHSELOL01TransChrglog.txt","NaN","NaN","#ParRepDataset#Ds_LABISIntegDWHSELOL02Trans16LETTRAGE.ds"," ","CustomOutput"
"Jx_LABISIntegDWHSELOL03Chrg26TYPEPAIEMT","MGTprdSeqLABISIntegDWHSELOL01TransChrglog.txt","NaN","NaN","#ParRepDataset#Ds_LABISIntegDWHSELOL01ExtrTYPEPAIEMT.ds"," ","CustomOutput"
"Jx_LABISIntegDWHSELOL03Chrg05CPTECLI","MGTprdSeqLABISIntegDWHSELOL01TransChrglog.txt","NaN","NaN","#ParRepDataset#Ds_LABISIntegDWHSELOL02Trans01CPTECLI.ds"," ","CustomOutput"
"Jx_LABISValidODSfCOPS01Extr06VPAIEMENT","MGTprdJx_LABISValidODSfCOPS01Extr06VPAIEMENTlog.txt","NaN","NaN","#ParRepDataset#Ds_LABISValidODSfCOPS01Extr06VPAIEMENT.ds"," ","CustomInput"
"Jx_LABISValidODSfSELOL01Extr34CONSOPROV","MGTprdJx_LABISValidODSfSELOL01Extr34CONSOPROVlog.txt","NaN","NaN","#ParRepDataset#Ds_LABISValidODSfSELOL01Extr34CONSOPROV.ds"," ","CustomInput"
"Jx_LABISValidODSfSELDR02Trans00CONTENTIEUX","MGTprdJx_LABISValidODSfSELDR02Trans00CONTENTIEUXlog.txt","NaN","NaN","#ParRepDataset#Ds_LABISValidODSfSELDR01Extr01FNDLOOKUP.ds"," ","CustomOutput"
"Jx_LABISValidODSfSELDR02Trans00CONTENTIEUX","MGTprdJx_LABISValidODSfSELDR02Trans00CONTENTIEUXlog.txt","NaN","NaN","#ParRepDataset#Ds_LABISValidODSfSELDR02Trans00CONTENTIEUX.ds"," ","CustomInput"
"Jx_LABISIntegDWHSELOL01Extr09CTREXEC","MGTprdJx_LABISIntegDWHSELOL01Extr09CTREXEClog.txt","NaN","NaN","#ParRepDataset#Ds_LABISIntegDWHSELOL01ExtrCTREXEC.ds"," ","CustomInput"
"Jx_LABISValidODSfCOPS01Extr01VFACTURE","MGTprdJx_LABISValidODSfCOPS01Extr01VFACTURElog.txt","NaN","NaN","#ParRepDataset#Ds_LABISValidODSfCOPS01Extr01VFACTURE.ds"," ","CustomInput"
"Jx_LABISIntegDWHSELOL01Extr23LIGFACT","MGTprdJx_LABISIntegDWHSELOL01Extr23LIGFACTlog.txt","NaN","NaN","#ParRepDataset#Ds_LABISIntegDWHSELOL01ExtrLIGFACT.ds"," ","CustomInput"
"LABISProductionDMVertica01ExtrListeRion","MGTprdSeqLABISProductionDMVerticaCopylog.txt","\(2)\(2)0\(1)\(3)file\(2)#ParRepTmp#ListeRionVertica.txt\(2)0"," ","NaN","NaN","CustomInput"
"LABISProductionDMVertica02ExtrConnexionVertica","MGTprdSeqLABISProductionDMVerticaCopylog.txt","\(2)\(2)0\(1)\(3)file\(2)#ParRepTmp#ListeCnxVertica.txt\(2)0"," ","NaN","NaN","CustomInput"
"Jx_LABISValidODSfCOPS01Extr09TYPEMOUVEMENT","MGTprdJx_LABISValidODSfCOPS01Extr09TYPEMOUVEMENTlog.txt","NaN","NaN","#ParRepDataset#Ds_LABISValidODSfCOPS01Extr09TYPEMOUVEMENT.ds"," ","CustomInput"
"Jx_LABISValidODSfOCTAV01ExtrETATDECL","MGTprdJx_LABISValidODSfOCTAV01ExtrETATDECLlog.txt","NaN","NaN","#ParRepDataset#Ds_LABISValidODSfOCTAVT_ETATDECL.ds"," ","CustomInput"
"Jx_LABISValidODSfSELOL02Trans27LETTRAGES","MGTprdJx_LABISValidODSfSELOL02Trans27LETTRAGESlog.txt","NaN","NaN","#ParRepDataset#Ds_LABISValidODSfSELOL02Trans27LETTRAGES.ds"," ","CustomInput"
"Jx_LABISValidODSfSELOL02Trans27LETTRAGES","MGTprdJx_LABISValidODSfSELOL02Trans27LETTRAGESlog.txt","NaN","NaN","#ParRepDataset#Ds_LABISValidODSfSELOL01Extr27LETTRAGES.ds"," ","CustomOutput"
"Jx_LABISValidODSfSELOL02Trans27LETTRAGES","MGTprdJx_LABISValidODSfSELOL02Trans27LETTRAGESlog.txt","NaN","NaN","#ParRepDataset#Ds_LABISValidODSfSELOL01Extr27LETTRAGES.ds"," ","CustomOutput"
"Jx_LABISValidODSfSELOL02Trans27LETTRAGES","MGTprdJx_LABISValidODSfSELOL02Trans27LETTRAGESlog.txt","NaN","NaN","#ParRepDataset#Ds_LABISValidODSfSELOL01Extr27LETTRAGES.ds"," ","CustomOutput"
"Jx_LABISValidODSfSELOL02Trans27LETTRAGES","MGTprdJx_LABISValidODSfSELOL02Trans27LETTRAGESlog.txt","NaN","NaN","#ParRepDataset#Ds_LABISValidODSfSELOL01Extr28AJUSTEMENTS.ds"," ","CustomOutput"
"Jx_LABISValidODSfSELOL02Trans27LETTRAGES","MGTprdJx_LABISValidODSfSELOL02Trans27LETTRAGESlog.txt","NaN","NaN","#ParRepDataset#Ds_LABISValidODSfSELOL01Extr26PAYSCHEDULES.ds"," ","CustomOutput"
"Jx_LABISValidODSfPORTL01Extr02DDEINT","MGTprdJx_LABISValidODSfPORTL01Extr02DDEINTlog.txt","NaN","NaN","#ParRepDataset#Ds_LABISValidODSfPORTL01Extr02DDEINT.ds"," ","CustomInput"
"Jx_LABISValidODSfSELDR01Extr42_AR_CASH_RECEIPTS_ALL","MGTprdJx_LABISValidODSfSELDR01Extr42_AR_CASH_RECEIPTS_ALLlog.txt","NaN","NaN","#ParRepDataset#Ds_LABISValidODSfSELDR01Extr42_AR_CASH_RECEIPTS_ALL.ds"," ","CustomInput"
"LABISChrgOCTAV01OCTAVTR_STATUTOEUV","MGTprdLABISChrgOCTAV01OCTAVTR_STATUTOEUVlog.txt","NaN","NaN","#ParRepTmp#ExtrOCTAVTR_STATUTOEUV.ds"," ","CustomOutput"
"LABISChrgOCTAV01OCTAVTJ_ROLADDECLT","MGTprdLABISChrgOCTAV01OCTAVTJ_ROLADDECLTlog.txt","NaN","NaN","#ParRepTmp#ExtrOCTAVTJ_ROLADDECLT.ds"," ","CustomOutput"
"Jx_LABISValidODSfSMA01Extr22SMAT_CLIENT","MGTprdJx_LABISValidODSfSMA01Extr22SMAT_CLIENTlog.txt","NaN","NaN","#ParRepDataset#DS_SMA_CLIENT.ds"," ","CustomInput"
"LABISValidODSfPENEFNS10","MGTprdSeqLABISValidODSfPENEFNS01ExtrChrglog.txt","NaN","NaN","#ParRepDataset#LABISValidODSfPENEFNS10.ds"," ","CustomInput"
"LABISStatsOracle01MailSuivi","MGTprdLABISStatsOracle01MailSuivilog.txt","\(2)\(2)0\(1)\(3)file\(2)#ParRepTmp##ParIdTypeTraitement#_MailSuivi.txt\(2)0"," ","NaN","NaN","CustomInput"
"Jx_LABISValidODSfOSCAR02Trans09PERS","MGTprdJx_LABISValidODSfOSCAR02Trans09PERSlog.txt","NaN","NaN","#ParRepDataset#Ds_LABISValidODSfOSCAR01Extr09PERSREF.ds"," ","CustomOutput"
"Jx_LABISValidODSfOSCAR02Trans09PERS","MGTprdJx_LABISValidODSfOSCAR02Trans09PERSlog.txt","NaN","NaN","#ParRepDataset#Ds_LABISValidODSfOSCAR02Trans09PERS.ds"," ","CustomInput"
"Jx_LABISValidODSfOSCAR02Trans09PERS","MGTprdJx_LABISValidODSfOSCAR02Trans09PERSlog.txt","NaN","NaN","#ParRepDataset#Ds_LABISValidODSfOSCAR01Extr20PERS.ds"," ","CustomOutput"
"Jx_LABISValidODSfOSCAR02Trans09PERS","MGTprdJx_LABISValidODSfOSCAR02Trans09PERSlog.txt","NaN","NaN","#ParRepDataset#Ds_LABISValidODSfOSCAR01Extr18TITRES.ds"," ","CustomOutput"
"LABISChrgOCTAV01OCTAVTR_MOTIFNONGEST","MGTprdLABISChrgOCTAV01OCTAVTR_MOTIFNONGESTlog.txt","NaN","NaN","#ParRepTmp#ExtrOCTAVTMOTIFNONGEST.ds"," ","CustomOutput"
"LABISExtrOCTAV01OCTAVT_MARQUE","MGTprdLABISExtrOCTAV01OCTAVT_MARQUElog.txt","NaN","NaN","#ParRepTmp#ExtrOCTAVT_MARQUE.ds"," ","CustomInput"
"Jx_LABISValidODSfSMA02Trans11LIGNEFACTURE","MGTprdJx_LABISValidODSfSMA02Trans11LIGNEFACTURElog.txt","NaN","NaN","#ParRepDataset#Ds_LABISValidODSfSMA02Trans11LIGNEFACTURE.ds"," ","CustomInput"
"Jx_LABISValidODSfSMA02Trans11LIGNEFACTURE","MGTprdJx_LABISValidODSfSMA02Trans11LIGNEFACTURElog.txt","NaN","NaN","#ParRepDataset#DS_SMA_NDC.ds"," ","CustomOutput"
"Jx_LABISValidODSfSMA02Trans11LIGNEFACTURE","MGTprdJx_LABISValidODSfSMA02Trans11LIGNEFACTURElog.txt","NaN","NaN","#ParRepDataset#DS_SMA_CREANCE.ds"," ","CustomOutput"
"Jx_LABISValidODSfSMA02Trans11LIGNEFACTURE","MGTprdJx_LABISValidODSfSMA02Trans11LIGNEFACTURElog.txt","NaN","NaN","#ParRepDataset#DS_SMA_CLI_DEL.ds"," ","CustomOutput"
"Jx_LABISValidODSfSMA02Trans11LIGNEFACTURE","MGTprdJx_LABISValidODSfSMA02Trans11LIGNEFACTURElog.txt","NaN","NaN","#ParRepDataset#DS_SELDR_CORRESP_GSB_UO.ds"," ","CustomOutput"
"Jx_LABISValidODSfSMA02Trans13LETTRAGE","MGTprdJx_LABISValidODSfSMA02Trans13LETTRAGElog.txt","NaN","NaN","#ParRepDataset#Ds_LABISValidODSfSMA02Trans13LETTRAGE.ds"," ","CustomInput"
"Jx_LABISValidODSfSMA02Trans13LETTRAGE","MGTprdJx_LABISValidODSfSMA02Trans13LETTRAGElog.txt","NaN","NaN","#ParRepDataset#DS_SMA_IMPUTATION.ds"," ","CustomOutput"
"Jx_LABISValidODSfSMA02Trans13LETTRAGE","MGTprdJx_LABISValidODSfSMA02Trans13LETTRAGElog.txt","NaN","NaN","#ParRepDataset#DS_SMA_SOCIETES.ds"," ","CustomOutput"
"Jx_LABISValidODSfSMA02Trans13LETTRAGE","MGTprdJx_LABISValidODSfSMA02Trans13LETTRAGElog.txt","NaN","NaN","#ParRepDataset#DS_COPS_SOCIETE.ds"," ","CustomOutput"
"Jx_LABISValidODSfSMA02Trans13LETTRAGE","MGTprdJx_LABISValidODSfSMA02Trans13LETTRAGElog.txt","NaN","NaN","#ParRepDataset#DS_SMA_AFFECTATION.ds"," ","CustomOutput"
"Jx_LABISValidODSfSMA02Trans13LETTRAGE","MGTprdJx_LABISValidODSfSMA02Trans13LETTRAGElog.txt","NaN","NaN","#ParRepDataset#DS_SMA_NDC.ds"," ","CustomOutput"
"Jx_LABISValidODSfSMA01Extr07SMATR_CLI_SYN","MGTprdJx_LABISValidODSfSMA01Extr07SMATR_CLI_SYNlog.txt","NaN","NaN","#ParRepDataset#DS_SMA_CLI_SYN.ds"," ","CustomInput"
