fichierCSV,Job,EventId,MsgID,Message
FF_PENEL_ExtrProgPourFelix_PREPREP101_,SUPprdSeqPENELExtrLigProgUlyssPourFelix,133,IIS-DSTAGE-RUN-I-0034,"['\tSeqPENELExtrLigProgUlyssPourFelix -> (Batch::PENELExtrLigProgUlyssPourFelix): Job run requested', '\tMode (row/warn limits) = 0/50', '\tGenerating operational metadata', '\tJob Parameters --->', '\tParPentagramme=PENEL', '\tParIdTraitement=ExtrLigProgUlyssPourFelix', '\tParBasePENEL=PPENEL', '\tParUserPENEL=PENEL_APP', '\tParPwdPENEL=********', '\tParRepHash=/work/home/dsprd1/applications/sup/penel/datastage/hash/', '\tParRepLog=/work/home/dsprd1/applications/sup/penel/datastage/log/', '\tParRepSrc=/work/home/dsprd1/applications/sup/penel/datastage/source/', '\tParRepArc=/work/home/dsprd1/applications/sup/penel/datastage/archive/', '\tParMailLstDiff=log.unix@sacem.fr, andre.abhay@sacem.fr, laurent.fermond@sacem.fr', '\tParPrefixeNomFicProgPourFelix=FF_PENEL_ExtrProgPourFelix_PREPREP101_', '\tParRepCib=/work/home/dsprd1/applications/sup/penel/datastage/cible/', '\tParRepTmp=/work/home/dsprd1/applications/sup/penel/datastage/tmp/', '\tParMailProgFelix=brigitte.romei@sacem.fr, tji.hoeij.lie@externe.sacem.fr, samir.ben.messaoud@externe.sacem.fr,ali.abousalla@externe.sacem.fr ', '\tParNomScriptTransfertFtp=STECH_TransfertFtp_v2.sh', '\tParNomMachineFelix=hemera', '\tParRepPreprep101Felix=/export/home/exp/applications/felix/batch/files/preprep/', '\tParUserMachineFelix=exp', '\tParPwdMachineFelix=********', '\tParRepFtp=/work/home/dsprd1/applications/sup/penel/datastage/ftprion/', '\tParRepSocle=/work/home/dsprd1/applications/stech/datastage/', '\tParRionABlanc=NON', '\tParNomMachineFelixPreprod=SVHECATE', '\tParRepPreprep101FelixPreprod=/export/home/exp/applications/felix/batch/files/preprep/', '\tParUserMachineFelixPreprod=exp', '\tParPwdMachineFelixPreprod=********', '\tDSJobController=SeqPENELExtrLigProgUlyssPourFelix']"
FF_ULYSS_ExtrLigPourRionViaPenel_MANUEL_LstProg,UTIprdSeqULYSSExtrLigPourRionViaPenel,141,IIS-DSTAGE-RUN-I-0034,"['\tSeqULYSSExtrLigPourRionViaPenel -> (Batch::ULYSSExtrLigPourRionViaPenel): Job run requested', '\tMode (row/warn limits) = 0/50', '\tJob Parameters --->', '\tParPentagramme=ULYSS', '\tParIdTraitement=ExtrLigPourRionViaPenel', '\tParBaseULYSS=PULYSS', '\tParUserULYSS=ULYSS', '\tParPwdULYSS=********', '\tParRepSocle=/work/home/dsprd1/applications/stech/datastage/', '\tParRepHash=/work/home/dsprd1/applications/uti/ulyss/datastage/hash/', '\tParRepLog=/work/home/dsprd1/applications/uti/ulyss/datastage/log/', '\tParRepSrc=/work/home/dsprd1/applications/uti/ulyss/datastage/source/', '\tParRepArc=/work/home/dsprd1/applications/uti/ulyss/datastage/archive/', '\tParMailLstDiff=log.unix@sacem.fr,remy.masson@sacem.fr,jean.sebastien.bol@sacem.fr,patrice.haidant@sacem.fr,samir.ben.messaoud@externe.sacem.fr,ali.abousalla@externe.sacem.fr,carole.chamillard@sacem.fr', '\tParNomFicPourPenel=FF_ULYSS_ExtrLigPourRionViaPenel_', '\tParRepCible=/work/home/dsprd1/applications/uti/ulyss/datastage/cible/', '\tParRepTmp=/work/home/dsprd1/applications/uti/ulyss/datastage/tmp/', '\tParFlgFicLstProg=NON', '\tParFicParamManuel=FF_ULYSS_ExtrLigPourRionViaPenel_MANUEL_LstProg', '\tParNomScriptTransfertFtp=STECH_TransfertFtp_v2.sh', '\tParMachinePenel=houfet.sacem.fr', '\tParRepCiblePenel=/export/home/exp/applications/sup/penel/datastage/source/', '\tParUserMachinePenel=exp', '\tParPwdMachinePenel=********', '\tParMailExtrProgPourFelixRadio=nathalie.louis@sacem.fr,allison.lafitte@sacem.fr,jean.marc.petit@sacem.fr,frederic.rampelberg@sacem.fr,carole.chamillard@sacem.fr,benoit.tassin@sacem.fr,jean.sebastien.bol@sacem.fr,remy.masson@sacem.fr,log.unix@sacem.fr,samir.ben.messaoud@externe.sacem.fr,ali.abousalla@externe.sacem.fr,patrice.haidant@sacem.fr,tji.hoeij.lie@externe.sacem.fr,brigitte.romei@sacem.fr', '\tParMailExtrProgPourFelixDgUc=stephane.faucheux@sacem.fr,pascal.dauvilliers@sacem.fr,jean.marc.petit@sacem.fr,frederic.rampelberg@sacem.fr,carole.chamillard@sacem.fr,benoit.tassin@sacem.fr,jean.sebastien.bol@sacem.fr,remy.masson@sacem.fr,log.unix@sacem.fr,samir.ben.messaoud@externe.sacem.fr,ali.abousalla@externe.sacem.fr,patrice.haidant@sacem.fr', '\tParMailExtrProgPourFelixDiscoSono=jean.sebastien.bol@sacem.fr,remy.masson@sacem.fr,log.unix@sacem.fr,samir.ben.messaoud@externe.sacem.fr,ali.abousalla@externe.sacem.fr,stephane.faucheux@sacem.fr,patrice.haidant@sacem.fr,carole.chamillard@sacem.fr', '\tParBasePIVOT=PPIVOT', '\tParUserPIVOT=PIVOT_APP', '\tParPwdPIVOT=********', '\tDSJobController=SeqULYSSExtrLigPourRionViaPenel']"
FF_ULYSS_ExtrLigPourRionViaPenel_,UTIprdSeqULYSSExtrLigPourRionViaPenel,114,IIS-DSTAGE-RUN-I-0019,['\tSeqULYSSExtrLigPourRionViaPenel..JobControl (STECHExtractParamFromFicProperties): Paramètre ParNomFicPourRionViaPenel - FF_ULYSS_ExtrLigPourRionViaPenel_']
FF_ULYSS_ExtrLigPourRionViaPenel_,UTIprdSeqULYSSExtrLigPourRionViaPenel,141,IIS-DSTAGE-RUN-I-0034,"['\tSeqULYSSExtrLigPourRionViaPenel -> (Batch::ULYSSExtrLigPourRionViaPenel): Job run requested', '\tMode (row/warn limits) = 0/50', '\tJob Parameters --->', '\tParPentagramme=ULYSS', '\tParIdTraitement=ExtrLigPourRionViaPenel', '\tParBaseULYSS=PULYSS', '\tParUserULYSS=ULYSS', '\tParPwdULYSS=********', '\tParRepSocle=/work/home/dsprd1/applications/stech/datastage/', '\tParRepHash=/work/home/dsprd1/applications/uti/ulyss/datastage/hash/', '\tParRepLog=/work/home/dsprd1/applications/uti/ulyss/datastage/log/', '\tParRepSrc=/work/home/dsprd1/applications/uti/ulyss/datastage/source/', '\tParRepArc=/work/home/dsprd1/applications/uti/ulyss/datastage/archive/', '\tParMailLstDiff=log.unix@sacem.fr,remy.masson@sacem.fr,jean.sebastien.bol@sacem.fr,patrice.haidant@sacem.fr,samir.ben.messaoud@externe.sacem.fr,ali.abousalla@externe.sacem.fr,carole.chamillard@sacem.fr', '\tParNomFicPourPenel=FF_ULYSS_ExtrLigPourRionViaPenel_', '\tParRepCible=/work/home/dsprd1/applications/uti/ulyss/datastage/cible/', '\tParRepTmp=/work/home/dsprd1/applications/uti/ulyss/datastage/tmp/', '\tParFlgFicLstProg=NON', '\tParFicParamManuel=FF_ULYSS_ExtrLigPourRionViaPenel_MANUEL_LstProg', '\tParNomScriptTransfertFtp=STECH_TransfertFtp_v2.sh', '\tParMachinePenel=houfet.sacem.fr', '\tParRepCiblePenel=/export/home/exp/applications/sup/penel/datastage/source/', '\tParUserMachinePenel=exp', '\tParPwdMachinePenel=********', '\tParMailExtrProgPourFelixRadio=nathalie.louis@sacem.fr,allison.lafitte@sacem.fr,jean.marc.petit@sacem.fr,frederic.rampelberg@sacem.fr,carole.chamillard@sacem.fr,benoit.tassin@sacem.fr,jean.sebastien.bol@sacem.fr,remy.masson@sacem.fr,log.unix@sacem.fr,samir.ben.messaoud@externe.sacem.fr,ali.abousalla@externe.sacem.fr,patrice.haidant@sacem.fr,tji.hoeij.lie@externe.sacem.fr,brigitte.romei@sacem.fr', '\tParMailExtrProgPourFelixDgUc=stephane.faucheux@sacem.fr,pascal.dauvilliers@sacem.fr,jean.marc.petit@sacem.fr,frederic.rampelberg@sacem.fr,carole.chamillard@sacem.fr,benoit.tassin@sacem.fr,jean.sebastien.bol@sacem.fr,remy.masson@sacem.fr,log.unix@sacem.fr,samir.ben.messaoud@externe.sacem.fr,ali.abousalla@externe.sacem.fr,patrice.haidant@sacem.fr', '\tParMailExtrProgPourFelixDiscoSono=jean.sebastien.bol@sacem.fr,remy.masson@sacem.fr,log.unix@sacem.fr,samir.ben.messaoud@externe.sacem.fr,ali.abousalla@externe.sacem.fr,stephane.faucheux@sacem.fr,patrice.haidant@sacem.fr,carole.chamillard@sacem.fr', '\tParBasePIVOT=PPIVOT', '\tParUserPIVOT=PIVOT_APP', '\tParPwdPIVOT=********', '\tDSJobController=SeqULYSSExtrLigPourRionViaPenel']"
FF_PIVOT_ExtrDecltUlyss,SUPprdSeqPIVOTExtrDecltUlyss,9761,IIS-DSTAGE-RUN-I-0019,['\tSeqPIVOTExtrDecltUlyss..JobControl (STECHExtractParamFromFicProperties): Paramètre ParNomFicCibleUlyss - FF_PIVOT_ExtrDecltUlyss']
FF_PIVOT_ExtrDecltUlyss,SUPprdSeqPIVOTExtrDecltUlyss,9793,IIS-DSTAGE-RUN-I-0034,"['\tSeqPIVOTExtrDecltUlyss -> (Batch::PIVOTExtrDecltUlyss): Job run requested', '\tMode (row/warn limits) = 0/50', '\tGenerating operational metadata', '\tJob Parameters --->', '\tParPentagramme=PIVOT', '\tParIdTraitement=ExtrDecltUlyss', '\tParBasePIVOT=PPIVOT', '\tParUserPIVOT=PIVOT_TBA', '\tParPwdPIVOT=********', '\tParRepSocle=/export/home/dsprd1/applications/stech/datastage/', '\tParRepHash=/export/home/dsprd1/applications/sup/pivot/datastage/hash/', '\tParRepLog=/export/home/dsprd1/applications/sup/pivot/datastage/log/', '\tParRepTmp=/export/home/dsprd1/applications/sup/pivot/datastage/tmp/', '\tParMailLstDiff=log.pivot.prod.exp@sacem.fr, log.unix@sacem.fr', '\tParMailEquipeSA=log.pivot.prod.exp@sacem.fr', '\tParNomFicCibleUlyss=FF_PIVOT_ExtrDecltUlyss', '\tParNomScriptTransfert=STECH_TransfertFtp_v2.sh', '\tParMachineUlyss=houfet.sacem.fr', '\tParUserMachineUlyss=dosiunix', '\tParPwdMachineUlyss=********', '\tParRepCibleUlyss=/export/home/dsprd1/applications/uti/ulyss/datastage/source/', '\tParRepFtp=/export/home/dsprd1/applications/sup/pivot/datastage/ftp/', '\tParEtatDdeAffectation=DA', '\tParCallerArgos=SUPPORT', '\tParRepScriptArgos=/export/home/dsprd1/applications/sup/argos/datastage/script/', '\tParNomScriptGetDeclArgos=ARGOS_GetDecltSelonEtat.sh', '\tParRepDts=/export/home/dsprd1/applications/sup/pivot/datastage/dataset/', '\tParRepSql=/export/home/dsprd1/applications/sup/pivot/datastage/sql/', '\tParNomScriptPrepareExt=STECH_PrepareExt.sh', '\tDSJobController=SeqPIVOTExtrDecltUlyss']"
FF_PIVOT_ExtrDecltUlyss287891,SUPprdBatch__PIVOTExtrDecltUlyss,247160,IIS-DSTAGE-RUN-I-0019,['\tBatch::PIVOTExtrDecltUlyss..JobControl (+++++ Routine STECHEcritureJournal): ==========Fichier issu de la conversion UTF-8 => ISO-8859-15 de FF_PIVOT_ExtrDecltUlyss_TRAV_287891 : FF_PIVOT_ExtrDecltUlyss287891']
FF_PIVOT_ExtrDecltUlyss287891,SUPprdBatch__PIVOTExtrDecltUlyss,247163,IIS-DSTAGE-RUN-I-0019,"[""\tBatch::PIVOTExtrDecltUlyss..JobControl (Script Lance :): sh /export/home/dsprd1/applications/stech/datastage/STECH_TransfertFtp_v2.sh 1 houfet.sacem.fr dosiunix 'dosiunix1' '/export/home/dsprd1/applications/sup/pivot/datastage/tmp/FF_PIVOT_ExtrDecltUlyss287891' '/export/home/dsprd1/applications/uti/ulyss/datastage/source/FF_PIVOT_ExtrDecltUlyss287891' 'ascii' /export/home/dsprd1/applications/sup/pivot/datastage/ftp/ ENV""]"
FF_PIVOT_ExtrDecltUlyss287891,SUPprdBatch__PIVOTExtrDecltUlyss,247165,IIS-DSTAGE-RUN-I-0019,"[""\tBatch::PIVOTExtrDecltUlyss..JobControl (Routine STECHTransfertFtpV2): Rapport d'exécution : "", '* -------------------------------------------------------------------- *', '\t  STECH_TransfertFtp_v2             Date : 27/05/2019 19:27        ', '\t  pid : [87693]    choix : 1 houfet.sacem.fr ***** ***** /export/home/dsprd1/applications/sup/pivot/datastage/tmp/FF_PIVOT_ExtrDecltUlyss287891 /export/home/dsprd1/applications/uti/ulyss/datastage/source/FF_PIVOT_ExtrDecltUlyss287891 ascii /export/home/dsprd1/applications/sup/pivot/datastage/ftp/ ENV', '\t   EXECUTION en mode automatique par cron', '\t* -------------------------------------------------------------------- *', '\t\\n\\t... Transfert FTP termine, Date : 27/05/2019 19:27', '\t* -------------------------------------------------------------------- *']"
FF_PIVOT_ExtrDecltUlyss_TRAV_RapprochDeclt_287881,SUPprdBatch__PIVOTExtrDecltUlyss,246991,IIS-DSTAGE-RUN-I-0019,['\tBatch::PIVOTExtrDecltUlyss..JobControl (##### Routine STECHConcatenationUnix): cat /export/home/dsprd1/applications/sup/pivot/datastage/tmp/FF_PIVOT_ExtrDecltUlyss_TRAV_RapprochDifDip > /export/home/dsprd1/applications/sup/pivot/datastage/tmp/FF_PIVOT_ExtrDecltUlyss_TRAV_RapprochDeclt_287881']
FF_PIVOT_ExtrDecltUlyss_TRAV_RapprochDeclt_287881,SUPprdBatch__PIVOTExtrDecltUlyss,246994,IIS-DSTAGE-RUN-I-0019,"[""\tBatch::PIVOTExtrDecltUlyss..JobControl (##### Routine STECHTriUnix): sort -o /export/home/dsprd1/applications/sup/pivot/datastage/tmp/FF_PIVOT_ExtrDecltUlyss_TRAV_RapprochDeclt_287881 -T /export/home/dsprd1/applications/sup/pivot/datastage/tmp/ -t $'\\xA7' -k 2,2 /export/home/dsprd1/applications/sup/pivot/datastage/tmp/FF_PIVOT_ExtrDecltUlyss_TRAV_RapprochDeclt_287881""]"
FF_PIVOT_ExtrDecltUlyss_TRAV_RapprochDeclt_287881,SUPprdBatch__PIVOTExtrDecltUlyss,247008,IIS-DSTAGE-RUN-I-0034,"['\tBatch::PIVOTExtrDecltUlyss -> (PIVOTExtrDecltUlyss50FfFfFicFinalEntete): Job run requested', '\tMode (row/warn limits) = 0/50', '\tGenerating operational metadata', '\tJob Parameters --->', '\tParPentagramme=PIVOT', '\tParIdTraitement=ExtrDecltUlyss', '\tParRepHash=/export/home/dsprd1/applications/sup/pivot/datastage/hash/', '\tParRepTmp=/export/home/dsprd1/applications/sup/pivot/datastage/tmp/', '\tParNomFicTravRapprochDeclt=FF_PIVOT_ExtrDecltUlyss_TRAV_RapprochDeclt_287881', '\tParNomFicTravEntete=FF_PIVOT_ExtrDecltUlyss_TRAV_EnteteFic', '\tParIdFic=287881', '\tParNomFicFinal=FF_PIVOT_ExtrDecltUlyss_TRAV_287881', '\tDSJobController=Batch::PIVOTExtrDecltUlyss']"
